run_id,region,hex_id,hex_ground_km2,land_fraction,land_ground_km2_est,admin0_coverage_ground_km2,admin0_coverage_ratio_of_land,coverage_quality
human_geography_v1_20260809,kanto,h6000_q+002173_r+000831,20.29838,1.0,20.29838,20.29838,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000832,20.279052,1.0,20.279052,20.279052,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000833,20.259725,1.0,20.259725,20.259725,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000834,20.240399,1.0,20.240399,20.240399,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000835,20.221074,1.0,20.221074,20.221074,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000836,20.201749,1.0,20.201749,20.201749,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000837,20.182426,1.0,20.182426,20.182426,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000838,20.163105,1.0,20.163105,20.163105,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000839,20.143784,1.0,20.143784,20.143784,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000840,20.124464,1.0,20.124464,20.124464,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000841,20.105146,1.0,20.105146,20.105146,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000842,20.085829,1.0,20.085829,20.085829,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000843,20.066513,1.0,20.066513,20.066513,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000844,20.047199,1.0,20.047199,20.047199,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000845,20.027886,1.0,20.027886,20.027886,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000846,20.008575,1.0,20.008575,20.008575,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000847,19.989265,1.0,19.989265,19.989265,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000848,19.969957,1.0,19.969957,19.969957,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000849,19.950651,1.0,19.950651,19.950651,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000850,19.931346,1.0,19.931346,19.931346,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000851,19.912043,1.0,19.912043,19.912043,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000852,19.892741,1.0,19.892741,19.892741,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000853,19.873442,1.0,19.873442,19.873442,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000854,19.854144,1.0,19.854144,19.854144,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000855,19.834848,1.0,19.834848,19.834848,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000856,19.815555,1.0,19.815555,19.815555,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000857,19.796263,1.0,19.796263,19.796263,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000858,19.776973,1.0,19.776973,19.776973,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000859,19.757686,1.0,19.757686,19.757686,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000860,19.7384,1.0,19.7384,19.7384,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000861,19.719117,1.0,19.719117,19.719117,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000862,19.699836,1.0,19.699836,19.699836,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000863,19.680558,1.0,19.680558,19.680558,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000864,19.661281,1.0,19.661281,19.661281,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000865,19.642007,1.0,19.642007,19.642007,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000866,19.622736,1.0,19.622736,19.622736,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000867,19.603467,1.0,19.603467,19.603467,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000868,19.5842,1.0,19.5842,19.5842,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000869,19.564936,1.0,19.564936,19.564936,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000870,19.545675,1.0,19.545675,19.545675,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002173_r+000871,19.526416,1.0,19.526416,19.526416,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000804,20.820377,0.650065,13.53459,14.160287,1.046229,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000805,20.801044,1.0,20.801044,20.801044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000806,20.781711,1.0,20.781711,20.781711,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000807,20.762378,1.0,20.762378,20.762378,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000808,20.743044,1.0,20.743044,20.743044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000809,20.72371,1.0,20.72371,20.72371,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000810,20.704376,1.0,20.704376,20.704376,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000811,20.685042,1.0,20.685042,20.685042,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000812,20.665707,1.0,20.665707,20.665707,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000813,20.646372,1.0,20.646372,20.646372,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000814,20.627037,1.0,20.627037,20.627037,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000815,20.607702,1.0,20.607702,20.607702,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000816,20.588367,1.0,20.588367,20.588367,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000817,20.569032,1.0,20.569032,20.569032,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000818,20.549698,1.0,20.549698,20.549698,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000819,20.530363,1.0,20.530363,20.530363,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000820,20.511029,1.0,20.511029,20.511029,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000821,20.491695,1.0,20.491695,20.491695,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000822,20.472361,1.0,20.472361,20.472361,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000823,20.453027,1.0,20.453027,20.453027,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000824,20.433694,1.0,20.433694,20.433694,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000825,20.414362,1.0,20.414362,20.414362,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000826,20.39503,1.0,20.39503,20.39503,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000827,20.375699,1.0,20.375699,20.375699,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000828,20.356368,1.0,20.356368,20.356368,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000829,20.337038,1.0,20.337038,20.337038,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000830,20.317708,1.0,20.317708,20.317708,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000831,20.29838,1.0,20.29838,20.29838,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000832,20.279052,1.0,20.279052,20.279052,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000833,20.259725,1.0,20.259725,20.259725,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000834,20.240399,1.0,20.240399,20.240399,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000835,20.221074,1.0,20.221074,20.221074,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000836,20.201749,1.0,20.201749,20.201749,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000837,20.182426,1.0,20.182426,20.182426,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000838,20.163105,1.0,20.163105,20.163105,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000839,20.143784,1.0,20.143784,20.143784,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000840,20.124464,1.0,20.124464,20.124464,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000841,20.105146,1.0,20.105146,20.105146,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000842,20.085829,1.0,20.085829,20.085829,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000843,20.066513,1.0,20.066513,20.066513,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000844,20.047199,1.0,20.047199,20.047199,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000845,20.027886,1.0,20.027886,20.027886,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000846,20.008575,1.0,20.008575,20.008575,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000847,19.989265,1.0,19.989265,19.989265,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000848,19.969957,1.0,19.969957,19.969957,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000849,19.950651,1.0,19.950651,19.950651,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000850,19.931346,1.0,19.931346,19.931346,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000851,19.912043,1.0,19.912043,19.912043,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000852,19.892741,1.0,19.892741,19.892741,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000853,19.873442,1.0,19.873442,19.873442,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000854,19.854144,1.0,19.854144,19.854144,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000855,19.834848,1.0,19.834848,19.834848,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000856,19.815555,1.0,19.815555,19.815555,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000857,19.796263,1.0,19.796263,19.796263,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000858,19.776973,1.0,19.776973,19.776973,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000859,19.757686,1.0,19.757686,19.757686,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000860,19.7384,1.0,19.7384,19.7384,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000861,19.719117,1.0,19.719117,19.719117,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000862,19.699836,1.0,19.699836,19.699836,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000863,19.680558,1.0,19.680558,19.680558,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000864,19.661281,1.0,19.661281,19.661281,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000865,19.642007,1.0,19.642007,19.642007,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000866,19.622736,1.0,19.622736,19.622736,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000867,19.603467,1.0,19.603467,19.603467,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000868,19.5842,1.0,19.5842,19.5842,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000869,19.564936,1.0,19.564936,19.564936,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000870,19.545675,1.0,19.545675,19.545675,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002174_r+000871,19.526416,1.0,19.526416,19.526416,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000800,20.8977,0.887459,18.545853,19.553928,1.054356,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000801,20.87837,1.0,20.87837,20.87837,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000804,20.820377,1.0,20.820377,20.820377,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000805,20.801044,1.0,20.801044,20.801044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000806,20.781711,1.0,20.781711,20.781711,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000807,20.762378,1.0,20.762378,20.762378,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000808,20.743044,1.0,20.743044,20.743044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000809,20.72371,1.0,20.72371,20.72371,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000810,20.704376,1.0,20.704376,20.704376,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000811,20.685042,1.0,20.685042,20.685042,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000812,20.665707,1.0,20.665707,20.665707,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000813,20.646372,1.0,20.646372,20.646372,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000814,20.627037,1.0,20.627037,20.627037,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000815,20.607702,1.0,20.607702,20.607702,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000816,20.588367,1.0,20.588367,20.588367,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000817,20.569032,1.0,20.569032,20.569032,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000818,20.549698,1.0,20.549698,20.549698,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000819,20.530363,1.0,20.530363,20.530363,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000820,20.511029,1.0,20.511029,20.511029,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000821,20.491695,1.0,20.491695,20.491695,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000822,20.472361,1.0,20.472361,20.472361,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000823,20.453027,1.0,20.453027,20.453027,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000824,20.433694,1.0,20.433694,20.433694,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000825,20.414362,1.0,20.414362,20.414362,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000826,20.39503,1.0,20.39503,20.39503,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000827,20.375699,1.0,20.375699,20.375699,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000828,20.356368,1.0,20.356368,20.356368,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000829,20.337038,1.0,20.337038,20.337038,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000830,20.317708,1.0,20.317708,20.317708,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000831,20.29838,1.0,20.29838,20.29838,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000832,20.279052,1.0,20.279052,20.279052,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000833,20.259725,1.0,20.259725,20.259725,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000834,20.240399,1.0,20.240399,20.240399,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000835,20.221074,1.0,20.221074,20.221074,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000836,20.201749,1.0,20.201749,20.201749,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000837,20.182426,1.0,20.182426,20.182426,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000838,20.163105,1.0,20.163105,20.163105,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000839,20.143784,1.0,20.143784,20.143784,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000840,20.124464,1.0,20.124464,20.124464,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000841,20.105146,1.0,20.105146,20.105146,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000842,20.085829,1.0,20.085829,20.085829,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000843,20.066513,1.0,20.066513,20.066513,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000844,20.047199,1.0,20.047199,20.047199,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000845,20.027886,1.0,20.027886,20.027886,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000846,20.008575,1.0,20.008575,20.008575,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000847,19.989265,1.0,19.989265,19.989265,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000848,19.969957,1.0,19.969957,19.969957,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000849,19.950651,1.0,19.950651,19.950651,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000850,19.931346,1.0,19.931346,19.931346,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000851,19.912043,1.0,19.912043,19.912043,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000852,19.892741,1.0,19.892741,19.892741,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000853,19.873442,1.0,19.873442,19.873442,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000854,19.854144,1.0,19.854144,19.854144,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000855,19.834848,1.0,19.834848,19.834848,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000856,19.815555,1.0,19.815555,19.815555,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000857,19.796263,1.0,19.796263,19.796263,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000858,19.776973,1.0,19.776973,19.776973,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000859,19.757686,1.0,19.757686,19.757686,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000860,19.7384,1.0,19.7384,19.7384,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000861,19.719117,1.0,19.719117,19.719117,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000862,19.699836,1.0,19.699836,19.699836,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000863,19.680558,1.0,19.680558,19.680558,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000864,19.661281,1.0,19.661281,19.661281,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000865,19.642007,1.0,19.642007,19.642007,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000866,19.622736,1.0,19.622736,19.622736,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000867,19.603467,1.0,19.603467,19.603467,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000868,19.5842,1.0,19.5842,19.5842,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000869,19.564936,1.0,19.564936,19.564936,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000870,19.545675,1.0,19.545675,19.545675,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002175_r+000871,19.526416,1.0,19.526416,19.526416,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000797,20.955685,0.500544,10.489244,13.067646,1.245814,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000798,20.936357,0.98397,20.600737,20.936357,1.016292,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000799,20.917029,0.999896,20.91486,20.916962,1.000101,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000800,20.8977,1.0,20.8977,20.8977,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000801,20.87837,1.0,20.87837,20.87837,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000802,20.85904,0.702379,14.650959,13.899154,0.948686,PARTIAL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000803,20.839708,0.997063,20.778509,20.839708,1.002945,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000804,20.820377,1.0,20.820377,20.820377,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000805,20.801044,1.0,20.801044,20.801044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000806,20.781711,1.0,20.781711,20.781711,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000807,20.762378,1.0,20.762378,20.762378,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000808,20.743044,1.0,20.743044,20.743044,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000809,20.72371,1.0,20.72371,20.72371,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000810,20.704376,1.0,20.704376,20.704376,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000811,20.685042,1.0,20.685042,20.685042,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000812,20.665707,1.0,20.665707,20.665707,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000813,20.646372,1.0,20.646372,20.646372,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000814,20.627037,1.0,20.627037,20.627037,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000815,20.607702,1.0,20.607702,20.607702,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000816,20.588367,1.0,20.588367,20.588367,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000817,20.569032,1.0,20.569032,20.569032,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000818,20.549698,1.0,20.549698,20.549698,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000819,20.530363,1.0,20.530363,20.530363,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000820,20.511029,1.0,20.511029,20.511029,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000821,20.491695,1.0,20.491695,20.491695,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000822,20.472361,1.0,20.472361,20.472361,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000823,20.453027,1.0,20.453027,20.453027,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000824,20.433694,1.0,20.433694,20.433694,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000825,20.414362,1.0,20.414362,20.414362,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000826,20.39503,1.0,20.39503,20.39503,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000827,20.375699,1.0,20.375699,20.375699,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000828,20.356368,1.0,20.356368,20.356368,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000829,20.337038,1.0,20.337038,20.337038,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000830,20.317708,1.0,20.317708,20.317708,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000831,20.29838,1.0,20.29838,20.29838,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000832,20.279052,1.0,20.279052,20.279052,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000833,20.259725,1.0,20.259725,20.259725,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000834,20.240399,1.0,20.240399,20.240399,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000835,20.221074,1.0,20.221074,20.221074,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000836,20.201749,1.0,20.201749,20.201749,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000837,20.182426,1.0,20.182426,20.182426,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000838,20.163105,1.0,20.163105,20.163105,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000839,20.143784,1.0,20.143784,20.143784,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000840,20.124464,1.0,20.124464,20.124464,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000841,20.105146,1.0,20.105146,20.105146,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000842,20.085829,1.0,20.085829,20.085829,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000843,20.066513,1.0,20.066513,20.066513,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000844,20.047199,1.0,20.047199,20.047199,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000845,20.027886,1.0,20.027886,20.027886,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000846,20.008575,1.0,20.008575,20.008575,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000847,19.989265,1.0,19.989265,19.989265,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000848,19.969957,1.0,19.969957,19.969957,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000849,19.950651,1.0,19.950651,19.950651,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000850,19.931346,1.0,19.931346,19.931346,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000851,19.912043,1.0,19.912043,19.912043,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000852,19.892741,1.0,19.892741,19.892741,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000853,19.873442,1.0,19.873442,19.873442,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000854,19.854144,1.0,19.854144,19.854144,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000855,19.834848,1.0,19.834848,19.834848,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000856,19.815555,1.0,19.815555,19.815555,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000857,19.796263,1.0,19.796263,19.796263,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000858,19.776973,1.0,19.776973,19.776973,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000859,19.757686,1.0,19.757686,19.757686,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000860,19.7384,1.0,19.7384,19.7384,1.0,FULL
human_geography_v1_20260809,kanto,h6000_q+002176_r+000861,19.719117,1.0,19.719117,19.719117,1.0,FULL
